	 13.845 	 5.311 	 -0.777 	 0.000 	 0.000 
	 14.049 	 5.086 	 -0.783 	 0.000 	 0.000 
	 13.421 	 5.877 	 -0.768 	 0.000 	 0.000 
	 13.613 	 5.613 	 -0.772 	 0.000 	 0.000 
	 12.986 	 6.431 	 -0.759 	 0.000 	 0.000 
	 13.192 	 6.206 	 -0.764 	 0.000 	 0.000 
	 12.777 	 6.741 	 -0.757 	 0.000 	 0.000 
	 12.343 	 7.310 	 -0.752 	 0.000 	 0.000 
	 12.553 	 7.055 	 -0.755 	 0.000 	 0.000 
	 11.896 	 7.896 	 -0.748 	 0.000 	 0.000 
	 12.111 	 7.609 	 -0.750 	 0.000 	 0.000 
	 11.482 	 8.473 	 -0.748 	 0.000 	 0.000 
	 11.658 	 8.225 	 -0.748 	 0.000 	 0.000 
	 11.322 	 8.751 	 -0.750 	 0.000 	 0.000 
	 10.872 	 9.340 	 -0.751 	 0.000 	 0.000 
	 11.074 	 9.117 	 -0.752 	 0.000 	 0.000 
	 14.314 	 4.794 	 -0.263 	 0.000 	 0.000 
	 13.896 	 5.344 	 -0.260 	 0.000 	 0.000 
	 14.063 	 5.117 	 -0.261 	 0.000 	 0.000 
	 13.442 	 5.942 	 -0.257 	 0.000 	 0.000 
	 13.642 	 5.683 	 -0.258 	 0.000 	 0.000 
	 12.995 	 6.496 	 -0.254 	 0.000 	 0.000 
	 13.221 	 6.258 	 -0.255 	 0.000 	 0.000 
	 12.831 	 6.771 	 -0.253 	 0.000 	 0.000 
	 13.021 	 6.525 	 -0.254 	 0.000 	 0.000 
	 12.350 	 7.352 	 -0.251 	 0.000 	 0.000 
	 12.582 	 7.123 	 -0.252 	 0.000 	 0.000 
	 11.876 	 7.875 	 -0.249 	 0.000 	 0.000 
	 12.108 	 7.607 	 -0.250 	 0.000 	 0.000 
	 11.432 	 8.432 	 -0.248 	 0.000 	 0.000 
	 11.633 	 8.171 	 -0.248 	 0.000 	 0.000 
	 10.997 	 8.994 	 -0.248 	 0.000 	 0.000 
	 11.218 	 8.727 	 -0.248 	 0.000 	 0.000 
	 10.818 	 9.272 	 -0.249 	 0.000 	 0.000 
	 11.010 	 9.013 	 -0.248 	 0.000 	 0.000 
	 10.384 	 9.884 	 -0.250 	 0.000 	 0.000 
	 10.585 	 9.627 	 -0.250 	 0.000 	 0.000 
	 9.978 	 10.423 	 -0.252 	 0.000 	 0.000 
	 10.151 	 10.202 	 -0.251 	 0.000 	 0.000 
	 9.725 	 10.761 	 -0.253 	 0.000 	 0.000 
	 9.346 	 11.279 	 -0.256 	 0.000 	 0.000 
	 9.515 	 11.068 	 -0.255 	 0.000 	 0.000 
	 8.906 	 11.863 	 -0.259 	 0.000 	 0.000 
	 9.104 	 11.605 	 -0.257 	 0.000 	 0.000 
	 8.478 	 12.423 	 -0.263 	 0.000 	 0.000 
	 8.657 	 12.191 	 -0.261 	 0.000 	 0.000 
	 8.238 	 12.747 	 -0.265 	 0.000 	 0.000 
	 7.848 	 13.280 	 -0.269 	 0.000 	 0.000 
	 8.016 	 13.073 	 -0.268 	 0.000 	 0.000 
	 7.426 	 13.924 	 -0.275 	 0.000 	 0.000 
	 7.609 	 13.666 	 -0.273 	 0.000 	 0.000 
	 7.213 	 14.209 	 -0.278 	 0.000 	 0.000 
	 14.284 	 4.761 	 0.263 	 0.000 	 0.000 
	 14.513 	 4.610 	 0.266 	 0.000 	 0.000 
	 13.856 	 5.327 	 0.259 	 0.000 	 0.000 
	 14.058 	 5.058 	 0.261 	 0.000 	 0.000 
	 13.439 	 5.884 	 0.256 	 0.000 	 0.000 
	 13.606 	 5.657 	 0.257 	 0.000 	 0.000 
	 12.993 	 6.490 	 0.254 	 0.000 	 0.000 
	 13.195 	 6.216 	 0.255 	 0.000 	 0.000 
	 12.785 	 6.775 	 0.253 	 0.000 	 0.000 
	 13.003 	 6.505 	 0.254 	 0.000 	 0.000 
	 12.364 	 7.325 	 0.251 	 0.000 	 0.000 
	 12.566 	 7.066 	 0.252 	 0.000 	 0.000 
	 11.945 	 7.892 	 0.250 	 0.000 	 0.000 
	 12.113 	 7.672 	 0.250 	 0.000 	 0.000 
	 11.492 	 8.490 	 0.249 	 0.000 	 0.000 
	 11.701 	 8.223 	 0.250 	 0.000 	 0.000 
	 11.286 	 8.778 	 0.250 	 0.000 	 0.000 
	 11.504 	 8.506 	 0.250 	 0.000 	 0.000 
	 10.868 	 9.329 	 0.250 	 0.000 	 0.000 
